[INFO](2026-02-21 06:41:36,786): __init__:28 - Loading odds data...
[DEBUG](2026-02-21 06:41:36,792): connectionpool:1051 - Starting new HTTPS connection (1): api.the-odds-api.com:443
[DEBUG](2026-02-21 06:41:36,955): connectionpool:546 - https://api.the-odds-api.com:443 "GET /v4/sports/basketball_nba/odds/?apiKey=b6970963a8c65e586ae117fa9cc6debe&regions=us&markets=h2h&commenceTimeTo=2026-02-22T11:59:00Z HTTP/11" 200 1137
[DEBUG](2026-02-21 06:41:36,971): connectionpool:1051 - Starting new HTTPS connection (1): api.the-odds-api.com:443
[DEBUG](2026-02-21 06:41:37,094): connectionpool:546 - https://api.the-odds-api.com:443 "GET /v4/sports/basketball_nba/events/6d02351fc9049e70d91ef8f2e483841f/odds?apiKey=b6970963a8c65e586ae117fa9cc6debe&regions=us&markets=player_threes&dateFormat=iso&oddsFormat=american&bookmakers=draftkings,fanduel HTTP/11" 200 609
[DEBUG](2026-02-21 06:41:38,120): connectionpool:1051 - Starting new HTTPS connection (1): stats.nba.com:443
[DEBUG](2026-02-21 06:41:38,287): connectionpool:546 - https://stats.nba.com:443 "GET /stats/commonplayerinfo?LeagueID=00&PlayerID=1630217 HTTP/11" 200 646
[DEBUG](2026-02-21 06:41:39,406): connectionpool:546 - https://stats.nba.com:443 "GET /stats/commonplayerinfo?LeagueID=00&PlayerID=1630217 HTTP/11" 200 646
[DEBUG](2026-02-21 06:41:40,530): connectionpool:546 - https://stats.nba.com:443 "GET /stats/commonplayerinfo?LeagueID=00&PlayerID=1628960 HTTP/11" 200 657
[DEBUG](2026-02-21 06:41:41,584): connectionpool:546 - https://stats.nba.com:443 "GET /stats/commonplayerinfo?LeagueID=00&PlayerID=1628960 HTTP/11" 200 657
[DEBUG](2026-02-21 06:41:42,707): connectionpool:546 - https://stats.nba.com:443 "GET /stats/commonplayerinfo?LeagueID=00&PlayerID=1641710 HTTP/11" 200 627
[DEBUG](2026-02-21 06:41:43,808): connectionpool:546 - https://stats.nba.com:443 "GET /stats/commonplayerinfo?LeagueID=00&PlayerID=1641710 HTTP/11" 200 627
[DEBUG](2026-02-21 06:41:44,928): connectionpool:546 - https://stats.nba.com:443 "GET /stats/commonplayerinfo?LeagueID=00&PlayerID=1631094 HTTP/11" 200 637
[DEBUG](2026-02-21 06:41:45,986): connectionpool:546 - https://stats.nba.com:443 "GET /stats/commonplayerinfo?LeagueID=00&PlayerID=1631094 HTTP/11" 200 637
[DEBUG](2026-02-21 06:41:47,111): connectionpool:546 - https://stats.nba.com:443 "GET /stats/commonplayerinfo?LeagueID=00&PlayerID=1630224 HTTP/11" 200 628
[DEBUG](2026-02-21 06:41:48,162): connectionpool:546 - https://stats.nba.com:443 "GET /stats/commonplayerinfo?LeagueID=00&PlayerID=1630224 HTTP/11" 200 628
[DEBUG](2026-02-21 06:41:49,293): connectionpool:546 - https://stats.nba.com:443 "GET /stats/commonplayerinfo?LeagueID=00&PlayerID=1631221 HTTP/11" 200 627
[DEBUG](2026-02-21 06:41:50,348): connectionpool:546 - https://stats.nba.com:443 "GET /stats/commonplayerinfo?LeagueID=00&PlayerID=1631221 HTTP/11" 200 627
[DEBUG](2026-02-21 06:41:51,473): connectionpool:546 - https://stats.nba.com:443 "GET /stats/commonplayerinfo?LeagueID=00&PlayerID=1630591 HTTP/11" 200 630
[DEBUG](2026-02-21 06:41:52,532): connectionpool:546 - https://stats.nba.com:443 "GET /stats/commonplayerinfo?LeagueID=00&PlayerID=1630591 HTTP/11" 200 630
[DEBUG](2026-02-21 06:41:53,660): connectionpool:546 - https://stats.nba.com:443 "GET /stats/commonplayerinfo?LeagueID=00&PlayerID=1626220 HTTP/11" 200 673
[DEBUG](2026-02-21 06:41:54,723): connectionpool:546 - https://stats.nba.com:443 "GET /stats/commonplayerinfo?LeagueID=00&PlayerID=1626220 HTTP/11" 200 673
